,Institute,City,"Degree, Duration",Fee,Deadline,Programs
0,1. Liaquat University Of Medical And Health Sciences,Jamshoro,"MBBS , 5 Years",31900.0,11-12-2023,Medicine - Mbbs
1,2. Jinnah Sindh Medical University,Karachi,"MBBS , 5 Years",31900.0,11-12-2023,Medicine - Mbbs
2,3. Fatima Jinnah Medical University,Lahore,"MBBS , 5 Years",15630.0,31-10-2023,Medicine - Mbbs
3,4. King Edward Medical University / Mayo Hospital,Lahore,"MBBS , 5 Years",15630.0,31-10-2023,Medicine - Mbbs
4,5. Shaheed Mohtarma Benazir Bhutto Medical University,Larkana,"BDS , 4 Years",31900.0,11-12-2023,Medicine - Mbbs
5,6. Nishtar Medical College / Nishter Hospital,Multan,"MBBS , 5 Years",15630.0,31-10-2023,Medicine - Mbbs
6,7. Peoples University Of Medical And Health Sciences For Women,Nawab Shah,"MBBS , 5 Years",60800.0,20-12-2023,Medicine - Mbbs
7,8. Bolan Medical College / Bolan Hospital,Quetta,"MBBS , 5 Years",70000.0,07-08-2023,Medicine - Mbbs
8,9. Rawalpindi Medical University,Rawalpindi,"MBBS , 5 Years",23000.0,31-10-2023,Medicine - Mbbs
9,10. The University Of Modern Sciences,Tando Muhammad Khan,"MBBS , 5 Hours",0.0,30-11-2022,Medicine - Mbbs
10,11. Isra University/hospital,Hyderabad,"MBBS , 5 Years",1300000.0,05-01-2024,Medicine - Mbbs
11,12. Bahria University Medical & Dental College,Karachi,"MBBS , 5 Years",1100000.0,03-11-2023,Medicine - Mbbs
12,13. Baqai Medical University,Karachi,"MBBS , 5 Years",1225000.0,05-01-2024,Medicine - Mbbs
13,14. Hamdard University,Karachi,"MBBS , 5 Years",1375000.0,05-01-2024,Medicine - Mbbs
14,15. Zia-ud-din Medical University,Karachi,"MBBS , 5 Years",1660000.0,05-01-2024,Medicine - Mbbs
15,16. University College Of Medicine And Dentistry,Lahore,"MBBS , 5 Years",1640000.0,31-10-2023,Medicine - Mbbs
16,17. Ayub Medical College / Ayub Hospital,Abbottabad,"MBBS , 5 Years",200000.0,12-12-2023,Medicine - Mbbs
17,18. Quaid-e-azam Medical College / Victoria Hospital,Bahawal Pur,"MBBS , 5 Years",15630.0,31-10-2023,Medicine - Mbbs
18,19. Bannu Medical College,Bannu,"MBBS , 5 Years",0.0,12-12-2023,Medicine - Mbbs
19,20. D. G. Khan Medical College,D.g.khan,"MBBS , 5 Years",15630.0,31-10-2023,Medicine - Mbbs
20,1. Liaquat University Of Medical And Health Sciences,Jamshoro,"BDS , 4 Years",31900.0,11-12-2023,Dentistry
21,2. Jinnah Sindh Medical University,Karachi,"BDS , 4 Years",175000.0,11-12-2023,Dentistry
22,3. Shaheed Mohtarma Benazir Bhutto Medical University,Larkana,"BDS , 4 Years",31900.0,11-12-2023,Dentistry
23,4. Nishtar Medical College / Nishter Hospital,Multan,"BDS , 4 Years",15650.0,31-10-2023,Dentistry
24,5. Peoples University Of Medical And Health Sciences For Women,Nawab Shah,"BDS , 4 Years",31900.0,20-12-2023,Dentistry
25,6. Bolan Medical College / Bolan Hospital,Quetta,"BDS , 4 Years",70000.0,07-08-2023,Dentistry
26,7. Isra University/hospital,Hyderabad,"BDS , 4 Years",1250000.0,05-01-2024,Dentistry
27,8. Bahria University Medical & Dental College,Karachi,"BDS , 4 Years",1400000.0,03-11-2023,Dentistry
28,9. Baqai Medical University,Karachi,"BDS , 4 Years",1225000.0,05-01-2024,Dentistry
29,10. Hamdard University,Karachi,"BDS , 4 Years",1280000.0,05-01-2024,Dentistry
30,11. Zia-ud-din Medical University,Karachi,"BDS , 4 Years",1660000.0,05-01-2024,Dentistry
31,12. University College Of Medicine And Dentistry,Lahore,"BDS , 4 Years",1640000.0,31-10-2023,Dentistry
32,13. Ayub Medical College / Ayub Hospital,Abbottabad,"BDS , 4 Years",600000.0,12-12-2023,Dentistry
33,14. Punjab Medical College / Allied Hospital,Faisalabad,"BDS , 4 Years",15650.0,31-10-2023,Dentistry
34,15. Federal Medical And Dental College,Islamabad,"BDS , 4 Years",24000.0,08-12-2023,Dentistry
35,16. Dow Medical College (dmc Campus),Karachi,"BDS , 4 Years",160000.0,13-12-2023,Dentistry
36,17. Dr Ishrat Ul Ebad Institute Of Oral Health Sciences (smc Campus),Karachi,"BDS , 4 Years",160000.0,12-11-2022,Dentistry
37,18. Karachi Medical & Dental College / Abbasi Shaheed Hospital,Karachi,"BDS , 4 Years",32000.0,11-12-2023,Dentistry
38,19. De'montmorency College Of Dentistry / Dental Hospital,Lahore,"BDS , 4 Years",15650.0,12-12-2022,Dentistry
39,20. Bacha Khan Medical College,Mardan,"BDS , 4 Years",0.0,12-12-2023,Dentistry
40,1. Cholistan University Of Veterinary & Animal Sciences,Bahawal Pur,"BS , 4 Years",54000.0,11-08-2023,Human Diet & Nutrition
41,2. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",47800.0,25-12-2023,Human Diet & Nutrition
42,3. Bacha Khan University,Charsadda,"BS , 4 Years",50780.0,10-10-2023,Human Diet & Nutrition
43,4. Ghazi University,D.g.khan,"BS , 4 Years",23700.0,15-08-2023,Human Diet & Nutrition
44,5. Gomal University,D.i. Khan,"BS , 4 Years",0.0,31-08-2023,Human Diet & Nutrition
45,6. Government College University,Faisalabad,"BS , 4 Years",49000.0,30-11--0001,Human Diet & Nutrition
46,7. Karakuram International University,Gilgit,"BS , 4 Years",42140.0,03-08-2023,Human Diet & Nutrition
47,8. University Of Haripur,Haripur,"BS , 4 Years",0.0,09-02-2024,Human Diet & Nutrition
48,9. National University Of Science & Technology,Islamabad,"BSC (AGRI.) HON , 4 Years",0.0,02-02-2024,Human Diet & Nutrition
49,10. University Of Karachi,Karachi,"BS , 4 Years",0.0,13-12-2023,Human Diet & Nutrition
50,11. Kohat University Of Science & Technology,Kohat,"BS , 4 Years",42300.0,01-03-2024,Human Diet & Nutrition
51,12. Women University Mardan,Mardan,"BS , 4 Years",41400.0,07-09-2023,Human Diet & Nutrition
52,13. Mirpur University Of Science And Technology,Mir Pur (ajk),"BS , 4 Years",0.0,31-07-2023,Human Diet & Nutrition
53,"14. Bahauddin Zakariya University, Multan",Multan,"B.Sc. [Hons] , 4 Years",39845.0,15-08-2023,Human Diet & Nutrition
54,15. Muhammad Nawaz Sharif University Of Agriculture,Multan,"B.Sc. [Hons] , 4 Years",70000.0,11-08-2023,Human Diet & Nutrition
55,16. Multan University Of Science And Technology,Multan,"BS , 4 Years",0.0,31-12-2023,Human Diet & Nutrition
56,17. Nishtar Medical College / Nishter Hospital,Multan,"BS (HONS) , 4 Years",0.0,10-09-2021,Human Diet & Nutrition
57,18. University Of Okara,Okara,"BS , 4 Years",46000.0,30-10-2023,Human Diet & Nutrition
58,19. Shaheed Benazir Bhutto Women University,Peshawar,"BS , 4 Years",0.0,05-10-2023,Human Diet & Nutrition
59,20. The University Of Agriculture,Peshawar,"BS , 4 Years",0.0,20-10-2023,Human Diet & Nutrition
60,1. Green International University,Lahore,"BS , 5 Years",0.0,11-11-2023,Medicine
61,1. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",80200.0,25-12-2023,Nursing
62,"2. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"B.Sc. , 2 Years",0.0,29-12-2020,Nursing
63,3. Liaquat University Of Medical And Health Sciences,Jamshoro,"B.NURS , 4 Years",35700.0,15-12-2023,Nursing
64,4. Dow University Of Health Sciences,Karachi,"B.Sc. , 4 Years",140000.0,11-12-2023,Nursing
65,5. Kohat University Of Science & Technology,Kohat,"BS , 4 Years",87000.0,01-11-2023,Nursing
66,6. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. , 2 Years",54000.0,16-11-2019,Nursing
67,7. Shaheed Mohtarma Benazir Bhutto Medical University,Larkana,"B.Sc. , 4 Years",20000.0,31-01-2024,Nursing
68,8. Multan University Of Science And Technology,Multan,"BS , 4 Years",0.0,31-12-2023,Nursing
69,9. Nfc Institute Of Engineering & Technology,Multan,"BS , 4 Years",0.0,13-12-2022,Nursing
70,10. Nishtar Medical College / Nishter Hospital,Multan,"B.Sc. , 4 Years",0.0,04-11-2019,Nursing
71,11. University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0.0,31-08-2023,Nursing
72,12. Peoples University Of Medical And Health Sciences For Women,Nawab Shah,"BS , 4 Years",0.0,10-01-2024,Nursing
73,13. Khyber Medical University,Peshawar,"B.NURS , 4 Years",80000.0,14-11-2023,Nursing
74,14. Bolan Medical College / Bolan Hospital,Quetta,"BS , 4 Years",0.0,05-04-2023,Nursing
75,15. The University Of Faisalabad,Faisalabad,"B.NURS , 4 Years",180000.0,07-10-2023,Nursing
76,16. The University Of Chenab,Gujrat,"BS , 4 Years",0.0,17-02-2024,Nursing
77,17. Isra University/hospital,Hyderabad,"BS , 4 Years",140000.0,15-12-2023,Nursing
78,18. Foundation University,Islamabad,"B.Sc. , 2 Years",140000.0,15-11-2023,Nursing
79,19. Foundation University,Islamabad,"BS , 4 Years",130000.0,15-11-2023,Nursing
80,20. Ibadat International University Islamabad,Islamabad,"BS , 4 Years",0.0,10-09-2023,Nursing
81,1. Pimsat - Institute Of Higher Education,Karachi,"AD , 2 Years",0.0,18-02-2017,Pharmaceutical Marketing
82,1. Abbottabad University Of Science And Technology,Abbottabad,"PHARM.D , 5 Years",105800.0,06-10-2023,Pharmacy
83,2. The Islamia University Of Bahawalpur,Bahawal Pur,"PHARM.D , 5 Years",82200.0,15-08-2023,Pharmacy
84,3. University Of Malakand,Chakdara,"PHARM.D , 5 Years",20000.0,26-09-2023,Pharmacy
85,4. Bacha Khan University,Charsadda,"PHARM.D , 5 Years",0.0,10-10-2023,Pharmacy
86,5. Gomal University,D.i. Khan,"PHARM.D , 5 Years",52220.0,31-08-2023,Pharmacy
87,6. Government College University,Faisalabad,"PHARM.D , 5 Years",111000.0,30-11--0001,Pharmacy
88,7. University Of Agriculture,Faisalabad,"PHARM.D , 5 Years",114000.0,03-07-2023,Pharmacy
89,8. Hazara University [havellian Campus],Havelian,"PHARM.D , 5 Years",0.0,23-02-2015,Pharmacy
90,9. Quaid-e-azam University,Islamabad,"PHARM.D , 5 Years",73200.0,07-08-2023,Pharmacy
91,10. Liaquat University Of Medical And Health Sciences,Jamshoro,"PHARM.D , 5 Years",145000.0,15-12-2023,Pharmacy
92,11. University Of Sindh,Jamshoro,"PHARM.D , 5 Years",31000.0,04-10-2023,Pharmacy
93,"12. Benazir Bhutto Shaheed University, Lyari",Karachi,"PHARM.D , 5 Years",50200.0,30-11-2023,Pharmacy
94,13. Dow University Of Health Sciences,Karachi,"PHARM.D , 5 Years",140000.0,05-01-2024,Pharmacy
95,14. Jinnah Sindh Medical University,Karachi,"PHARM.D , 5 Years",106480.0,06-01-2024,Pharmacy
96,15. University Of Karachi,Karachi,"PHARM.D , 5 Years",54000.0,08-11-2023,Pharmacy
97,16. Shah Abdul Latif University,Khair Pur,"PHARM.D , 5 Years",55760.0,21-11-2023,Pharmacy
98,17. Kohat University Of Science & Technology,Kohat,"PHARM.D , 5 Years",87000.0,01-11-2023,Pharmacy
99,18. Lahore College For Women University,Lahore,"PHARM.D , 5 Years",57970.0,20-09-2023,Pharmacy
100,19. University Of Health Sciences,Lahore,"PHARM.D , 5 Years",0.0,15-12-2023,Pharmacy
101,20. University Of The Punjab,Lahore,"PHARM.D , 5 Years",18150.0,02-10-2023,Pharmacy
102,1. Abbottabad University Of Science And Technology,Abbottabad,"BS , 4 Years",105800.0,06-10-2023,Public Health
103,2. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",80200.0,25-12-2023,Public Health
104,3. Gomal University,D.i. Khan,"BS , 4 Years",0.0,31-08-2023,Public Health
105,4. University Of Haripur,Haripur,"BS , 4 Years",38000.0,09-02-2024,Public Health
106,"5. Bahria University, E-8 Campus",Islamabad,"BS , 4 Years",142800.0,14-12-2023,Public Health
107,6. Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000.0,19-01-2024,Public Health
108,7. Jinnah Sindh Medical University,Karachi,"BS , 4 Years",0.0,06-01-2024,Public Health
109,8. University Of Karachi,Karachi,"BS , 4 Years",0.0,13-12-2023,Public Health
110,9. University Of Health Sciences,Lahore,"BS , 4 Years",0.0,09-02-2024,Public Health
111,10. University Of The Punjab,Lahore,"BS , 4 Years",0.0,25-09-2023,Public Health
112,"11. Bahauddin Zakariya University, Multan",Multan,"BS , 4 Years",0.0,04-10-2023,Public Health
113,12. Muhammad Nawaz Sharif University Of Agriculture,Multan,"BS , 4 Years",0.0,11-08-2023,Public Health
114,13. The Women University,Multan,"BS , 4 Years",42470.0,15-01-2024,Public Health
115,14. University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0.0,31-08-2023,Public Health
116,15. Peoples University Of Medical And Health Sciences For Women,Nawab Shah,"BS , 4 Years",0.0,10-01-2024,Public Health
117,16. University Of Okara,Okara,"CERT , 4 Years",46000.0,30-11--0001,Public Health
118,17. Khyber Medical University,Peshawar,"BS , 4 Years",80000.0,14-11-2023,Public Health
119,18. Fatima Jinnah Women University,Rawalpindi,"BS , 4 Years",52050.0,08-08-2023,Public Health
120,19. Women University Swabi,Swabi,"BS , 4 Years",42460.0,18-08-2023,Public Health
121,20. Indus University,Karachi,"BS , 4 Years",147000.0,20-01-2024,Public Health
122,1. Shifa Tameer-e-millat University,Islamabad,"BS , 4 Years",0.0,22-11-2023,Cardiac Catheterization
123,2. Shifa Tameer-e-millat University,Islamabad,"AAS , 2.5 Years",0.0,22-11-2023,Cardiac Catheterization
124,"1. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"B.Sc. , 2 Years",0.0,29-12-2020,Cardiac Perfusion
125,2. Jinnah Sindh Medical University,Karachi,"BS , 4 Years",0.0,06-01-2024,Cardiac Perfusion
126,3. King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000.0,02-01-2024,Cardiac Perfusion
127,4. Khyber Medical University,Peshawar,"BS , 4 Years",80000.0,02-03-2023,Cardiac Perfusion
128,5. Ibadat International University Islamabad,Islamabad,"BS , 4 Years",0.0,10-09-2023,Cardiac Perfusion
129,6. Zia-ud-din Medical University,Karachi,"BS , 4 Years",0.0,19-08-2023,Cardiac Perfusion
130,7. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Cardiac Perfusion
131,8. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0.0,31-01-2024,Cardiac Perfusion
132,9. National University Of Medical Sciences,Rawalpindi,"BS , 4 Years",300000.0,05-01-2024,Cardiac Perfusion
133,10. Quaid-e-azam Medical College / Victoria Hospital,Bahawal Pur,"B.Sc. [Hons] , 4 Years",0.0,31-03-2023,Cardiac Perfusion
134,11. Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,14-11-2023,Cardiac Perfusion
135,12. Capital College Of Health Sciences,Islamabad,"BS , 4 Years",0.0,20-09-2022,Cardiac Perfusion
136,13. Gulab Devi Educational Complex,Lahore,"BS (HONS) , 4 Years",0.0,02-09-2023,Cardiac Perfusion
137,14. Faisalabad Institute Of Cardiology,Faisalabad,"B.Sc. [Hons] , 4 Years",0.0,28-02-2023,Cardiac Perfusion
138,15. Health Services Academy,Islamabad,"BS , 4 Years",0.0,15-03-2024,Cardiac Perfusion
139,16. Punjab Institute Of Cardialogy,Lahore,"B.Sc. [Hons] , 4 Years",0.0,28-10-2023,Cardiac Perfusion
140,17. The Childrens Hospital & The Institute Of Child Health,Lahore,"BS , 4 Years",0.0,18-12-2023,Cardiac Perfusion
141,18. Ch. Pervaiz Elahi Institute Of Cardiology,Multan,"B.Sc. [Hons] , 4 Years",10000.0,06-02-2024,Cardiac Perfusion
142,19. Armed Forces Postgraduate Medical Institute,Rawalpindi,"B.Sc. [Hons] , 4 Years",55000.0,13-01-2022,Cardiac Perfusion
143,20. Bashir Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,08-03-2023,Cardiac Perfusion
144,"1. Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"BS , 4 Years",0.0,29-12-2020,Cardiology
145,2. Khyber Medical University,Peshawar,"B.Sc. , 4 Years",80000.0,02-03-2023,Cardiology
146,3. Shifa Tameer-e-millat University,Islamabad,"AD , 3 Years",14000.0,22-11-2023,Cardiology
147,4. Abasyn University,Peshawar,"BS , 4 Years",0.0,02-03-2024,Cardiology
148,5. City University Of Science & Information Technology,Peshawar,"BS , 4 Years",0.0,08-03-2024,Cardiology
149,6. Iqra National University,Peshawar,"BS , 4 Years",104000.0,16-03-2024,Cardiology
150,7. Al- Hamd Islamic University,Quetta,"BS , 4 Years",0.0,18-02-2023,Cardiology
151,8. Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,14-11-2023,Cardiology
152,9. Bacha Khan Medical College,Mardan,"BS , 4 Years",0.0,23-10-2023,Cardiology
153,10. Ghazali Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0.0,28-09-2023,Cardiology
154,11. Hafeez Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0.0,13-12-2021,Cardiology
155,12. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Cardiology
156,13. Rehman Medical Institute,Peshawar,"BS , 4 Years",0.0,23-10-2023,Cardiology
157,14. School Of Health Sciences,Peshawar,"BS , 4 Years",0.0,30-11-2020,Cardiology
158,1. University Of Sindh,Jamshoro,"BS , 4 Years",22000.0,04-10-2023,Food & Nutrition
159,2. Shaheed Benazir Bhutto Women University,Peshawar,"BS , 4 Years",0.0,12-12-2023,Food & Nutrition
160,3. University Of Peshawar,Peshawar,"BS , 4 Years",0.0,16-10-2023,Food & Nutrition
161,4. Gift University,Gujranwala,"BS , 4 Years",121000.0,17-02-2024,Food & Nutrition
162,"5. National College Of Business Administration And Economics, Lahore",Lahore,"BS , 4 Years",144000.0,26-02-2023,Food & Nutrition
163,6. Nur International University,Lahore,"BS , 4 Years",155278.0,23-03-2024,Food & Nutrition
164,7. University Of South Asia,Lahore,"BS , 4 Years",188000.0,05-11-2022,Food & Nutrition
165,"8. Karakuram International University, Diamer Campus",Chilas,"BS , 4 Years",0.0,28-02-2022,Food & Nutrition
166,9. National College Of Business Administration And Economics ( Multan Campus ),Multan,"BS , 4 Years",0.0,09-03-2024,Food & Nutrition
167,10. College Of Home Economics,Peshawar,"BS , 4 Years",0.0,04-10-2021,Food & Nutrition
168,11. Multan College Of Health And Nutrition Sciences,Multan,"B.Sc. [Hons] , 4 Years",0.0,10-02-2020,Food & Nutrition
169,12. Multan College Of Physiotherapy,Multan,"B.Sc. [Hons] , 4 Years",0.0,28-11-2022,Food & Nutrition
170,13. Multan Medical And Dental College,Multan,"B.Sc. [Hons] , 4 Years",0.0,15-11-2021,Food & Nutrition
171,14. Al-shifa Institute Of Health Sciences,Narowal,"BS , 4 Years",0.0,06-12-2022,Food & Nutrition
172,15. Aims Institute Of Management Sciences,Lahore,"BS , 4 Years",0.0,26-11-2016,Food & Nutrition
173,16. Kaims International Institute,Multan,"BS , 4 Years",0.0,31-07-2019,Food & Nutrition
174,17. Multan Institute Of Health Sciences,Multan,"BS , 4 Years",0.0,29-09-2016,Food & Nutrition
175,18. The Limit Institution Of Health Sciences,Sahiwal,"BS , 4 Years",0.0,18-11-2016,Food & Nutrition
176,1. Gomal University,D.i. Khan,"BS , 4 Years",0.0,30-11--0001,Food Science & Nutrition
177,2. Women University Swabi,Swabi,"BS , 4 Years",77000.0,18-08-2023,Food Science & Nutrition
178,3. Comsats University Islamabad ( Sahiwal Campus ),Sahiwal,"BS , 4 Years",185000.0,15-01-2024,Food Science & Nutrition
179,1. Liaquat University Of Medical And Health Sciences,Jamshoro,"BS , 4 Years",100000.0,15-12-2023,Forensic Chemistry
180,1. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",63800.0,25-12-2023,Forensic Studies
181,2. Government College Women University,Faisalabad,"BS , 4 Years",0.0,05-01-2024,Forensic Studies
182,3. Khawaja Fareed University Of Engineering & Information Technology,Rahim Yar Khan,"BS , 4 Years",80000.0,30-06-2022,Forensic Studies
183,4. University Of Swat,Swat,"BS , 4 Years",19730.0,12-10-2023,Forensic Studies
184,5. The University Of Modern Sciences,Tando Muhammad Khan,"BS , 4 Years",0.0,30-09-2023,Forensic Studies
185,6. Lahore University Of Biological & Applied Sciences,Lahore,"BS , 4 Years",0.0,03-02-2024,Forensic Studies
186,7. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Forensic Studies
187,8. Emerson University Multan,Multan,"BS , 4 Years",0.0,15-08-2023,Forensic Studies
188,1. Jinnah Medical & Dental College,Karachi,"B.NURS , 4 Years",0.0,31-08-2016,General Nursing
189,1. Women University Swabi,Swabi,"BS , 4 Years",77000.0,18-08-2023,Health Informatics
190,"2. Pak- Austria Fachhuochschule, Institute Of Applied Sciences And Technology",Haripur,"BS , 4 Years",0.0,18-08-2023,Health Informatics
191,1. Government College Women University,Faisalabad,"BS , 4 Years",38000.0,04-08-2023,Human Nutrition & Dietetics Mission
192,2. University Of Agriculture,Faisalabad,"B.Sc. [Hons] , 4 Years",51700.0,03-07-2023,Human Nutrition & Dietetics Mission
193,3. Pir Mahar Ali Shah Arid Agriculture University,Rawalpindi,"BS , 4 Years",39200.0,14-07-2023,Human Nutrition & Dietetics Mission
194,1. Al- Hamd Islamic University,Quetta,"BS , 4 Years",0.0,22-07-2022,Intensive Care Medicine
195,2. Pir Abdul Qadir Shah Jeelani Institute Of Medical Sciences,Gambat,"BS , 4 Years",0.0,11-03-2024,Intensive Care Medicine
196,1. Karakuram International University,Gilgit,"BS , 4 Years",0.0,03-08-2023,Medical Physics
197,"2. Abdul Wali Khan University, Mardan",Mardan,"BS , 4 Years",75440.0,01-10-2023,Medical Physics
198,3. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",120000.0,31-01-2024,Medical Physics
199,1. Zia-ud-din Medical University,Karachi,"BS , 4 Years",96500.0,19-08-2023,Neuro Sciences
200,1. Jinnah Sindh Medical University,Karachi,"BS , 4 Years",0.0,06-01-2024,Nuclear Medicine
201,2. Zia-ud-din Medical University,Karachi,"BS , 4 Years",96500.0,19-08-2023,Nuclear Medicine
202,3. Sindh Institute Of Urology And Transplantation,Karachi,"BS , 4 Years",0.0,04-12-2023,Nuclear Medicine
203,1. Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000.0,26-12-2022,Nursing Generic
204,2. Jinnah Sindh Medical University,Karachi,"B.NURS , 4 Years",0.0,06-01-2024,Nursing Generic
205,3. The University Of Modern Sciences,Tando Muhammad Khan,"BS , 4 Years",0.0,30-09-2023,Nursing Generic
206,"4. School Of Nursing, D H Q Hospital",Attock,"B.Sc. , 4 Years",0.0,30-11-2023,Nursing Generic
207,5. School Of Nursing Dhq Hospital,Bhakkar,"B.Sc. , 4 Years",0.0,30-11-2023,Nursing Generic
208,"6. School Of Nursing, D H Q Hospital",Chakwal,"B.Sc. , 4 Years",0.0,30-11-2023,Nursing Generic
209,"7. School Of Nursing, D H Q Hospital",D.g.khan,"BS , 4 Years",0.0,30-11-2023,Nursing Generic
210,"8. Civil Hospital, Community Midwifery School",Dadu,"BS , 4 Years",0.0,24-11-2021,Nursing Generic
211,"9. School Of Nursing, Allied Hospital",Faisalabad,"BS , 4 Years",0.0,30-11-2023,Nursing Generic
212,"10. School Of Nursing, Eye Cum General Hospital",Gojra,"B.Sc. , 4 Years",0.0,30-11-2023,Nursing Generic
213,11. Dakson Institute Of Health Sciences,Islamabad,"BS , 4 Years",0.0,19-03-2022,Nursing Generic
214,"12. School Of Nursing, D H Q Hospital",Khanewal,"B.Sc. , 4 Years",0.0,24-07-2023,Nursing Generic
215,"13. School Of Nursing, D H Q Hospital",Khushab,"B.Sc. , 4 Years",0.0,24-07-2023,Nursing Generic
216,"14. Allied Health Sciences School, Lahore General Hospital",Lahore,"BS , 4 Years",0.0,01-03-2022,Nursing Generic
217,15. Ameer Ud Din Medical College,Lahore,"BS , 4 Years",0.0,30-11-2023,Nursing Generic
218,"16. College Of Nursing, Government Teaching Hospital, Shahdara",Lahore,"B.NURS , 4 Years",0.0,24-07-2023,Nursing Generic
219,17. School Of Nursing & Midwifery Sir Ganga Ram Hospital,Lahore,"BS , 4 Years",0.0,30-11-2023,Nursing Generic
220,18. School Of Nursing Services Hospital,Lahore,"BS , 4 Years",0.0,30-11-2023,Nursing Generic
221,"19. School Of Nursing, Mayo Hospital",Lahore,"BS , 4 Years",0.0,30-11-2023,Nursing Generic
222,20. Mti College Of Nursing,Mardan,"BS , 4 Years",0.0,07-11-2022,Nursing Generic
223,1. Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000.0,19-01-2024,Nutrition
224,2. Khyber Medical University,Peshawar,"BS , 4 Years",80000.0,14-11-2023,Nutrition
225,3. Rashid Latif Khan University,Lahore,"BS , 4 Years",0.0,04-02-2024,Nutrition
226,4. Aziz Fatimah Medical And Dental College,Faisalabad,"BS , 4 Years",0.0,31-10-2022,Nutrition
227,5. Akhtar Saeed Medical And Dental College,Lahore,"B.Sc. [Hons] , 4 Years",0.0,24-02-2024,Nutrition
228,6. Fmh College Of Medicine & Dentistry,Lahore,"BS , 4 Years",0.0,17-12-2022,Nutrition
229,7. Lahore Medical & Dental College,Lahore,"BS , 4 Years",0.0,10-12-2022,Nutrition
230,8. Lahore Pharmacy College,Lahore,"BBA , 4 Years",0.0,23-10-2020,Nutrition
231,9. Rashid Latif Medical College,Lahore,"BS (HONS) , 4 Years",0.0,05-02-2023,Nutrition
232,10. The Next College,Multan,"BS , 4 Years",0.0,30-10-2020,Nutrition
233,11. Fmh Institute Of Allied Health Sciences,Lahore,"B.Sc. [Hons] , 4 Years",0.0,23-11-2023,Nutrition
234,12. National Institute Of Health Sciences,Lahore,"B.Sc. [Hons] , 4 Years",0.0,29-04-2021,Nutrition
235,1. University Of The Punjab,Lahore,"BS , 4 Years",0.0,25-09-2023,Nutrition & Dietetics
236,2. University Of Veterinary And Animal Sciences,Lahore,"BS (HONS) , 4 Years",48180.0,27-10-2023,Nutrition & Dietetics
237,3. University Of Balochistan,Quetta,"BBS , 2 Years",23926.0,22-01-2024,Nutrition & Dietetics
238,4. The University Of Faisalabad,Faisalabad,"DND , 5 Years",280000.0,07-10-2023,Nutrition & Dietetics
239,5. The University Of Chenab,Gujrat,"BS , 4 Years",0.0,17-02-2024,Nutrition & Dietetics
240,6. Hamdard University,Karachi,"BS , 4 Years",0.0,15-07-2023,Nutrition & Dietetics
241,7. Green International University,Lahore,"BS , 4 Years",0.0,11-11-2023,Nutrition & Dietetics
242,8. Sarhad University Of Science & Information Technology,Peshawar,"B.ED , 4 Years",21740.0,16-05-2023,Nutrition & Dietetics
243,9. Grand Asian University Sialkot,Sialkot,"AD , 2 Years",0.0,26-10-2023,Nutrition & Dietetics
244,10. The University Of Lahore ( Islamabad Campus ),Islamabad,"DND , 5 Years",0.0,11-10-2019,Nutrition & Dietetics
245,"11. The University Of Lahore, Sub Campus",Sargodha,"BS , 4 Years",0.0,04-11-2023,Nutrition & Dietetics
246,12. Government Dyal Singh College[laxmi Chowk],Lahore,"BS , 4 Years",0.0,31-10-2022,Nutrition & Dietetics
247,13. King College Of Health Sciences,Bahawal Pur,"DND , 5 Years",0.0,16-09-2017,Nutrition & Dietetics
248,14. Central Park College Of Allied Health Sciences,Lahore,"BS , 4 Years",0.0,30-09-2019,Nutrition & Dietetics
249,15. Kings College Of Health Sciences,Sahiwal,"DND , 5 Years",0.0,16-09-2017,Nutrition & Dietetics
